timestamp,lat,log,alt,roll,pitch,yaw,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,act_vx,act_vy,act_yr,capacity,vol,cur,power
3335162893,0.634767,2.223,122.787,-0.0466078,0.0275974,0.961783,0.0331808,0.0484932,-0.020244,-0.0689537,-0.0864975,0.0673724,0,1.1,0,12641,49.533,24.691,12230.2
3335263315,0.634767,2.223,122.784,-0.0450092,0.0251237,0.962059,0.0412603,0.0414065,-0.020786,0.0568342,-0.115481,0.139468,0,1.1,0,12641,49.541,24.485,12130.1
3335363734,0.634767,2.223,122.779,-0.0353291,0.0274313,0.961618,0.040086,0.039138,-0.0197013,0.0115247,-0.00711258,0.331071,0,1.1,0,12641,49.541,24.485,12130.1
3335464108,0.634767,2.223,122.775,0.0321015,0.0307458,0.963668,0.0252905,0.0412504,0.0121609,-0.0500169,0.346125,0.0801796,0,1.1,0,12641,49.541,24.485,12130.1
3335564457,0.634767,2.223,122.778,0.105766,0.0329831,0.96567,-0.0690189,0.0908612,-0.0035834,-0.115302,1.13785,0.153779,0,1.1,0,12641,49.541,24.485,12130.1
3335664850,0.634767,2.223,122.789,0.141298,0.0302838,0.965674,-0.209341,0.171882,0.00679294,-0.0940904,1.59743,0.243607,0,1.1,0,12641,49.541,24.485,12130.1
3335765200,0.634767,2.223,122.798,0.144672,0.0268775,0.965239,-0.360441,0.269475,0.00491147,-0.0176936,1.77685,0.10206,0,1.1,0,12641,49.541,24.485,12130.1
3335865557,0.634767,2.223,122.807,0.126323,0.0234555,0.964553,-0.518853,0.369782,0.0025754,-0.0509187,1.79091,0.14524,0,1.1,0,12641,49.541,24.485,12130.1
3335965913,0.634767,2.223,122.821,0.0964446,0.0211589,0.963845,-0.646498,0.462763,0.00266207,0.0701609,1.51153,-0.0133425,0,1.1,0,12641,49.541,24.485,12130.1
3336066274,0.634767,2.223,122.829,0.0681446,0.0218059,0.963538,-0.744663,0.535144,0.000787799,0.0333016,1.15534,-0.0551908,0,1.1,0,12641,49.541,24.485,12130.1
3336168178,0.634767,2.223,122.83,0.0387936,0.0232701,0.963554,-0.814357,0.583677,-0.00579791,0.0121778,0.781831,-0.0675809,0,1.1,0,12641,49.541,24.485,12130.1
3336268555,0.634767,2.223,122.826,0.0160246,0.023353,0.963278,-0.870672,0.618278,-0.0189691,0.00455685,0.599321,-0.129726,0,1.1,0,12641,49.565,23.62,11707.3
3336369512,0.634767,2.223,122.821,4.54304e-05,0.0235761,0.963015,-0.901006,0.652586,-0.0147709,0.119966,0.348533,0.114833,0,1.1,0,12641,49.565,23.62,11707.3
3336469883,0.634767,2.223,122.822,-0.00827029,0.0242246,0.96319,-0.917909,0.665681,-0.0138914,0.0447946,0.154769,-0.15608,0,1.1,0,12641,49.565,23.62,11707.3
3336570234,0.634767,2.223,122.817,-0.0134107,0.0257754,0.963183,-0.929335,0.679588,-0.0207786,0.0206628,0.122089,-0.0473216,0,1.1,0,12641,49.565,23.62,11707.3
3336670552,0.634767,2.223,122.802,-0.0164582,0.0274186,0.963022,-0.932663,0.690018,-0.0219881,0.0864118,0.071648,0.0324368,0,1.1,0,12641,49.565,23.62,11707.3
3336770859,0.634767,2.223,122.801,-0.017585,0.0300278,0.963113,-0.932367,0.704547,-0.0158821,0.126585,0.0408677,0.0614079,0,1.1,0,12641,49.565,23.62,11707.3
3336871231,0.634767,2.223,122.788,-0.0176774,0.0331847,0.96328,-0.935059,0.709088,-0.024363,0.0204193,0.0897156,0.04351,0,1.1,0,12641,49.565,23.62,11707.3
3336971583,0.634767,2.223,122.778,-0.0186977,0.0345413,0.963271,-0.941249,0.712647,-0.0156077,0.0614844,0.086327,0.17156,0,1.1,0,12641,49.565,23.62,11707.3
3337071943,0.634767,2.223,122.776,-0.0209485,0.0349178,0.963301,-0.940814,0.712783,-0.0098078,-0.00460786,0.0107337,0.0868409,0,1.1,0,12641,49.565,23.62,11707.3
3337172385,0.634767,2.223,122.79,-0.022403,0.0340969,0.963335,-0.945398,0.706501,-0.00636541,-0.0810091,0.031283,-0.0317171,0,-3.2,0,12641,49.565,23.62,11707.3
3337272760,0.634767,2.223,122.79,-0.0370684,0.031302,0.964883,-0.946857,0.704595,-0.0129119,-0.00508294,0.0169818,0.158949,0,-3.2,0,12641,49.565,23.62,11707.3
3337373137,0.634767,2.223,122.793,-0.174775,0.0234094,0.96117,-0.937353,0.698561,0.0342062,0.0663067,-0.35011,0.0110632,0,-3.2,0,12641,49.535,24.89,12329.3
3337473450,0.634767,2.223,122.804,-0.315195,0.0166863,0.959785,-0.774237,0.610601,-0.00651079,0.218978,-2.0647,-0.181622,0,-3.2,0,12641,49.535,24.89,12329.3
3337573817,0.634767,2.223,122.809,-0.406272,0.0159664,0.959998,-0.49411,0.441138,-0.0417757,0.217572,-3.02307,1.45393,0,-3.2,0,12641,49.535,24.89,12329.3
3337674140,0.634767,2.223,122.812,-0.449176,0.0159449,0.960704,-0.144175,0.216963,-0.0353647,0.170195,-3.69428,1.77495,0,-3.2,0,12641,49.535,24.89,12329.3
3337774547,0.634767,2.223,122.817,-0.459812,0.0181167,0.960916,0.235905,-0.0299884,-0.035001,0.22333,-3.96587,1.96751,0,-3.2,0,12641,49.535,24.89,12329.3
3337874858,0.634767,2.223,122.82,-0.453858,0.0208375,0.960778,0.61707,-0.266273,-0.02251,0.292566,-3.87842,1.97251,0,-3.2,0,12641,49.535,24.89,12329.3
