timestamp,lat,log,alt,roll,pitch,yaw,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,act_vx,act_vy,act_yr,capacity,vol,cur,power
474448687,0.634765,2.223,92.5888,-0.041974,-0.0127561,0.939264,0.0836287,0.033039,0.0335595,0.0349744,0.055723,-0.303218,-1.2,-0.6,0,9535,46.926,26.299,12341.1
474549045,0.634765,2.223,92.5958,-0.0443694,-0.00733011,0.937494,0.0790212,0.0309631,0.0185543,0.0272592,0.0190867,-0.197429,-1.2,-0.6,0,9535,46.926,26.299,12341.1
474649425,0.634765,2.223,92.5698,-0.0748534,0.0789763,0.935007,0.0687651,0.0275021,0.0410824,-0.202883,-0.00828769,0.413347,-1.2,-0.6,0,9535,46.926,26.299,12341.1
474749773,0.634765,2.223,92.5629,-0.113718,0.159776,0.929622,0.0354674,-0.0946565,0.0195697,-1.17623,-0.517507,0.0921787,-1.2,-0.6,0,9535,46.926,26.299,12341.1
474850084,0.634765,2.223,92.552,-0.133463,0.200278,0.924855,-0.00937443,-0.305752,0.00025876,-1.88419,-0.876695,0.688141,-1.2,-0.6,0,9535,46.926,26.299,12341.1
474950511,0.634765,2.223,92.5612,-0.136929,0.200674,0.924503,-0.0785152,-0.544238,0.00767113,-2.16607,-0.861633,0.608699,-1.2,-0.6,0,9535,46.926,26.299,12341.1
475050841,0.634765,2.223,92.5391,-0.12583,0.174661,0.92697,-0.12714,-0.76918,0.0202195,-1.9068,-0.906615,0.455221,-1.2,-0.6,0,9535,46.926,26.299,12341.1
475151199,0.634765,2.223,92.5258,-0.109692,0.138111,0.930161,-0.165109,-0.950751,0.0174801,-1.43116,-0.684509,0.5394,-1.2,-0.6,0,9535,46.926,26.299,12341.1
475251561,0.634765,2.223,92.5096,-0.093399,0.105328,0.93335,-0.19474,-1.09862,0.0234324,-1.13093,-0.606392,0.468988,-1.2,-0.6,0,9535,46.926,26.299,12341.1
475351895,0.634765,2.223,92.5271,-0.0818567,0.0782294,0.93514,-0.220856,-1.21262,0.0342902,-0.919709,-0.459449,0.183704,-1.2,-0.6,0,9535,46.926,26.299,12341.1
475452335,0.634765,2.223,92.5259,-0.0718087,0.0549986,0.936752,-0.242351,-1.29538,0.035673,-0.629633,-0.275575,0.0876504,2.3,2.3,0,9535,46.926,26.502,12436.3
475552681,0.634765,2.223,92.5422,-0.0455548,0.0102903,0.940234,-0.256279,-1.35338,0.0428544,-0.424478,-0.224763,0.186748,2.3,2.3,0,9535,46.919,26.502,12434.5
475653060,0.634765,2.223,92.5619,0.0894187,-0.154453,0.932084,-0.257293,-1.34881,0.0996367,0.391137,0.21215,0.79645,2.3,2.3,0,9535,46.919,26.502,12434.5
475753437,0.634765,2.223,92.6096,0.200737,-0.265296,0.91156,-0.288167,-1.08461,0.0631515,2.16102,2.01575,0.0770833,2.3,2.3,0,9535,46.919,26.502,12434.5
475853773,0.634765,2.223,92.6265,0.264651,-0.327302,0.894647,-0.334669,-0.711453,-0.0204789,2.79828,2.49489,1.1147,2.3,2.3,0,9535,46.919,26.502,12434.5
475954134,0.634765,2.223,92.6501,0.294553,-0.354241,0.887228,-0.388563,-0.233291,-0.0311845,3.20145,2.92259,2.21158,2.3,2.3,0,9535,46.919,26.502,12434.5
476054485,0.634765,2.223,92.6726,0.29453,-0.359209,0.887155,-0.453015,0.273326,-0.03746,3.32819,3.1358,1.97849,2.3,2.3,0,9535,46.919,26.502,12434.5
476154852,0.634765,2.223,92.6504,0.278264,-0.355437,0.889905,-0.511258,0.780731,-0.0539734,3.29732,3.03495,2.14262,2.3,2.3,0,9535,46.919,26.502,12434.5
476255256,0.634765,2.223,92.6285,0.246373,-0.336232,0.897889,-0.552933,1.2827,-0.034115,3.38937,2.88778,2.16287,2.3,2.3,0,9535,46.919,26.502,12434.5
476355552,0.634765,2.223,92.6279,0.194949,-0.291581,0.910468,-0.584382,1.73147,-0.0256997,2.97741,2.52775,1.67315,2.3,2.3,0,9535,46.919,26.502,12434.5
