timestamp,lat,log,alt,roll,pitch,yaw,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,act_vx,act_vy,act_yr,capacity,vol,cur,power
134492099,0.634769,2.223,93.2758,-0.0226778,0.019512,0.984889,-0.00858538,-0.014331,-0.0103136,-0.0285425,-0.0135146,0.0698205,-2.7,-0.9,0,12122,49.025,25.374,12439.6
134592529,0.634769,2.223,93.273,-0.0236717,0.0185471,0.984608,-0.0265221,-0.0155031,-0.0110104,-0.123572,0.125573,0.146922,-2.7,-0.9,0,12122,49.025,25.374,12439.6
134692915,0.634769,2.223,93.2715,-0.0279653,0.0229071,0.98361,-0.0368252,-0.0111105,-0.00768551,-0.0237727,0.0497395,0.143454,-2.7,-0.9,0,12122,49.025,25.374,12439.6
134793372,0.634769,2.223,93.2737,-0.0669473,0.139279,0.978939,-0.0422367,-0.0189582,0.0329555,-0.307139,-0.106035,0.117194,-2.7,-0.9,0,12122,49.025,25.374,12439.6
134893766,0.634769,2.223,93.2736,-0.111667,0.275869,0.968891,-0.0980225,-0.188307,-0.0209712,-1.95191,-0.520249,-0.102367,-2.7,-0.9,0,12122,49.025,25.374,12439.6
134994607,0.634769,2.223,93.2756,-0.14382,0.357518,0.958199,-0.182986,-0.488014,-0.0414343,-2.75876,-0.873603,1.43199,-2.7,-0.9,0,12122,49.025,25.374,12439.6
135095640,0.634769,2.223,93.2864,-0.160959,0.398385,0.951212,-0.290517,-0.866755,-0.0313043,-3.47404,-1.1397,1.4391,-2.7,-0.9,0,12122,49.025,25.374,12439.6
135195999,0.634769,2.223,93.3045,-0.155458,0.379799,0.953773,-0.412363,-1.27566,-0.0215413,-3.61773,-1.12981,1.75218,-2.7,-0.9,0,12122,49.025,25.374,12439.6
135296394,0.634769,2.223,93.312,-0.13946,0.327739,0.960973,-0.520392,-1.64788,0.00152825,-3.17307,-1.03434,1.57302,-2.7,-0.9,0,12122,49.025,25.374,12439.6
135396756,0.634769,2.223,93.303,-0.121376,0.272037,0.967665,-0.596305,-1.94238,0.00134564,-2.53716,-0.896089,0.898012,-2.7,-0.9,0,12122,49.025,25.374,12439.6
135497110,0.634769,2.223,93.2982,-0.104009,0.224625,0.972881,-0.654779,-2.17424,-0.0021679,-2.0941,-0.746989,0.482691,-2.7,-0.9,0,12122,49.025,25.061,12286.2
135597435,0.634769,2.223,93.297,-0.0905097,0.183978,0.976422,-0.703367,-2.35895,0.00405383,-1.61377,-0.594771,0.356266,-2.7,-0.9,0,12122,49.025,25.061,12286.2
135697749,0.634769,2.223,93.2942,-0.0785658,0.152033,0.978902,-0.736757,-2.49825,-0.00668796,-1.17382,-0.452133,0.305213,-2.7,-0.9,0,12122,49.025,25.061,12286.2
